Gene ID;source_id;Product Description;Min %ile (Within Chosen Samples);Max %ile (Within Chosen Samples)
PF3D7_0417000;PF3D7_0417000.1;conserved Plasmodium protein, unknown function;5.3;21.8
PF3D7_0417100;PF3D7_0417100.1;mRNA-binding protein PUF2;0;14.6
PF3D7_0417200;PF3D7_0417200.1;bifunctional dihydrofolate reductase-thymidylate synthase;34.4;92.4
PF3D7_0417300;PF3D7_0417300.1;LETM1-like protein, putative;51.3;84.9
PF3D7_0417400;PF3D7_0417400.1;conserved Plasmodium protein, unknown function;35.5;65.7
PF3D7_0417500;PF3D7_0417500.1;memo-like protein;31.5;91.8
PF3D7_0417600;PF3D7_0417600.1;conserved Plasmodium protein, unknown function;9.3;21.1
PF3D7_0417700;PF3D7_0417700.1;conserved Plasmodium protein, unknown function;11.8;42.2
PF3D7_0417800;PF3D7_0417800.1;cdc2-related protein kinase 1;49.1;74.5
PF3D7_0417900;PF3D7_0417900.1;conserved Plasmodium protein, unknown function;0;16.8
PF3D7_0418000;PF3D7_0418000.1;conserved Plasmodium protein, unknown function;12.3;18
PF3D7_0418100;PF3D7_0418100.1;protein SOC1, putative;24.9;70.9
PF3D7_0418200;PF3D7_0418200.1;eukaryotic translation initiation factor 3 subunit M, putative;71.6;95.2
PF3D7_0418300;PF3D7_0418300.1;conserved Plasmodium protein, unknown function;71.3;94.5
PF3D7_0418400;PF3D7_0418400.1;conserved Plasmodium protein, unknown function;37.8;60.3
PF3D7_0418500;PF3D7_0418500.1;trafficking protein particle complex subunit 3, putative;49.4;90.2
PF3D7_0418600;PF3D7_0418600.1;regulator of chromosome condensation, putative;16.5;57.7
PF3D7_0418700;PF3D7_0418700.1;RNA-binding protein NOB1, putative;26.9;78.3
PF3D7_0418800;PF3D7_0418800.1;MOLO1 domain-containing protein, putative;0;19
PF3D7_0418900;PF3D7_0418900.1;conserved protein, unknown function;42.7;82.4
PF3D7_0419000;PF3D7_0419000.1;conserved Plasmodium protein, unknown function;6.6;23.9
PF3D7_0419100;PF3D7_0419100.1;conserved Plasmodium protein, unknown function;16.9;62.5
PF3D7_0419200;PF3D7_0419200.1;protein transport protein GOT1, putative;52.5;97.1
PF3D7_0419300;PF3D7_0419300.1;conserved Plasmodium protein, unknown function;16.6;80.3
PF3D7_0419400;PF3D7_0419400.1;conserved Plasmodium protein, unknown function;15.5;77.4
PF3D7_0419500;PF3D7_0419500.1;conserved Plasmodium membrane protein, unknown function;45.3;71.8
PF3D7_0419600;PF3D7_0419600.1;ran-specific GTPase-activating protein 1, putative;66.1;83.1
PF3D7_0419700;PF3D7_0419700.1;apical merozoite protein;16.7;93.1
PF3D7_0419800;PF3D7_0419800.1;60S ribosomal protein L7ae/L30e, putative;81.2;97.2
PF3D7_0419900;PF3D7_0419900.1;phosphatidylinositol 4-kinase, putative;40.3;69.7
PF3D7_0420000;PF3D7_0420000.1;zinc finger protein, putative;21.9;75.9
PF3D7_0420100;PF3D7_0420100.1;serine/threonine protein kinase RIO2;48.8;85.1
PF3D7_0420200;PF3D7_0420200.1;holo-[acyl-carrier-protein] synthase, putative;11.8;37.6
PF3D7_0420300;PF3D7_0420300.1;AP2 domain transcription factor, putative;38.2;68.9
PF3D7_0420400;PF3D7_0420400.1;ribosome-recycling factor;18.8;51.7
PF3D7_0420500;PF3D7_0420500.1;conserved Plasmodium protein, unknown function;0;66.9
PF3D7_0420600;PF3D7_0420600.1;conserved Plasmodium protein, unknown function;29.4;76.6
PF3D7_0420700;PF3D7_0420700.1;erythrocyte membrane protein 1, PfEMP1;10.1;54.1
PF3D7_0420800;PF3D7_0420800.1;Plasmodium RNA of unknown function RUF6;0;0
PF3D7_0420900;PF3D7_0420900.1;erythrocyte membrane protein 1, PfEMP1;3.4;9.3
PF3D7_0421000;PF3D7_0421000.1;Plasmodium RNA of unknown function RUF6;0;0
PF3D7_0421100;PF3D7_0421100.1;erythrocyte membrane protein 1, PfEMP1;10.1;24.4
PF3D7_0421200;PF3D7_0421200.1;rifin;5.1;23.7
PF3D7_0421300;PF3D7_0421300.1;erythrocyte membrane protein 1, PfEMP1;13.3;48.5
PF3D7_0421400;PF3D7_0421400.1;Plasmodium RNA of unknown function RUF6;0;23.1
PF3D7_0421500;PF3D7_0421500.1;rifin, pseudogene;0;17
PF3D7_0421600;PF3D7_0421600.1;erythrocyte membrane protein 1 (PfEMP1)-like pseudogene;0;11.4
PF3D7_0421700;PF3D7_0421700.1;conserved Plasmodium protein, unknown function;5.4;13.2
PF3D7_0421800;PF3D7_0421800.1;conserved Plasmodium protein, unknown function;0;24.3
PF3D7_0421900;PF3D7_0421900.1;conserved Plasmodium protein, unknown function;0;21.8
PF3D7_0422000;PF3D7_0422000.1;steroid dehydrogenase, putative;31.1;75
PF3D7_0422100;PF3D7_0422100.1;transmembrane emp24 domain-containing protein, putative;37.4;89.3
PF3D7_0422200;PF3D7_0422200.1;erythrocyte membrane-associated antigen;15.2;63.9
PF3D7_0422300;PF3D7_0422300.1;alpha tubulin 2;88.5;93.5
PF3D7_0422400;PF3D7_0422400.1;40S ribosomal protein S19;92.1;99.3
PF3D7_0422500;PF3D7_0422500.1;pre-mRNA-splicing helicase BRR2, putative;29.2;69.3
PF3D7_0422600;PF3D7_0422600.1;conserved Plasmodium protein, unknown function;17;53.5
PF3D7_0422700;PF3D7_0422700.1;eukaryotic initiation factor 4A-III, putative;47.1;83.5
PF3D7_0422800;PF3D7_0422800.1;serpentine receptor, putative;10.8;80.6
PF3D7_0422900;PF3D7_0422900.1;methyltransferase, putative;0;58.7
PF3D7_0423000;PF3D7_0423000.1;conserved Plasmodium protein, unknown function;45;72.6
PF3D7_0423100;PF3D7_0423100.1;AP-4 complex subunit sigma, putative;54.4;78.9
PF3D7_0423200;PF3D7_0423200.1;BSD-domain protein, putative;62;76.7
PF3D7_0423300;PF3D7_0423300.1;conserved Plasmodium protein, unknown function;23.9;88.2
PF3D7_0423400;PF3D7_0423400.1;apical asparagine-rich protein AARP;49;97.8
PF3D7_0423500;PF3D7_0423500.1;glideosome associated protein with multiple membrane spans 2;70.2;99
PF3D7_0423600;PF3D7_0423600.1;conserved Plasmodium protein, unknown function;39.2;71.8
PF3D7_0423700;PF3D7_0423700.1;early transcribed membrane protein 4;96.3;99.9
PF3D7_0423800;PF3D7_0423800.1;cysteine-rich protective antigen;35.3;95.1
PF3D7_0423900;PF3D7_0423900.1;probable protein, unknown function;0;79.5
PF3D7_0424000;PF3D7_0424000.1;Plasmodium exported protein (PHISTc), unknown function;16.5;87.7
PF3D7_0424100;PF3D7_0424100.1;reticulocyte binding protein homologue 5;18.9;90.3
PF3D7_0424200;PF3D7_0424200.1;reticulocyte binding protein homologue 4;12.3;73.9
PF3D7_0424300;PF3D7_0424300.1;erythrocyte binding antigen-165, pseudogene;23.8;62.1
PF3D7_0424400;PF3D7_0424400.1;surface-associated interspersed protein 4.2 (SURFIN 4.2);11.8;20.2
PF3D7_0424500;PF3D7_0424500.1;serine/threonine protein kinase, FIKK family;27.5;92
PF3D7_0424600;PF3D7_0424600.1;Plasmodium exported protein (PHISTb), unknown function;83;98.3
PF3D7_0424700;PF3D7_0424700.1;serine/threonine protein kinase, FIKK family;21.2;97.5
PF3D7_0424800;PF3D7_0424800.1;Plasmodium exported protein (PHISTb), unknown function;0;86
PF3D7_0424900;PF3D7_0424900.1;Plasmodium exported protein (PHISTa), unknown function;13.9;93.7
PF3D7_0425000;PF3D7_0425000.1;Plasmodium exported protein, unknown function, pseudogene;0;8.2
PF3D7_0425100;PF3D7_0425100.1;Plasmodium exported protein (hyp6), unknown function;11.7;59.7
PF3D7_0425200;PF3D7_0425200.1;Plasmodium exported protein (hyp15), unknown function;0;57.2
PF3D7_0425250;PF3D7_0425250.1;Plasmodium exported protein (PHIST), unknown function, pseudogene;0;7.5
PF3D7_0425300;PF3D7_0425300.1;Plasmodium exported protein (PHISTa), unknown function, pseudogene;0;20.1
PF3D7_0425400;PF3D7_0425400.1;Plasmodium exported protein (PHISTa), unknown function;0;33.5
PF3D7_0425500;PF3D7_0425500.1;stevor;0;28.2
PF3D7_0425600;PF3D7_0425600.1;rifin, pseudogene;0;39.3
PF3D7_0425700;PF3D7_0425700.1;rifin;0;19.6
PF3D7_0425800;PF3D7_0425800.1;erythrocyte membrane protein 1, PfEMP1;27.8;66.5
PF3D7_0425900;PF3D7_0425900.1;rifin;23;58.3
PF3D7_0426000;PF3D7_0426000.1;erythrocyte membrane protein 1, PfEMP1;13.9;39.3
PF3D7_0500100;PF3D7_0500100.1;erythrocyte membrane protein 1, PfEMP1;19.6;44.7
PF3D7_0500200;PF3D7_0500200.1;erythrocyte membrane protein 1 (PfEMP1), pseudogene;0;42.5
PF3D7_0500300;PF3D7_0500300.1;rifin, pseudogene;0;22.4
PF3D7_0500400;PF3D7_0500400.1;rifin;0;10
PF3D7_0500500;PF3D7_0500500.1;rifin;0;13.2
PF3D7_0500600;PF3D7_0500600.1;stevor, pseudogene;0;17.2
PF3D7_0500700;PF3D7_0500700.1;rifin, pseudogene;0;13
PF3D7_0500800;PF3D7_0500800.1;mature parasite-infected erythrocyte surface antigen;42.9;86.8
PF3D7_0500900;PF3D7_0500900.1;serine/threonine protein kinase, FIKK family;15.7;59
PF3D7_0501000;PF3D7_0501000.1;Plasmodium exported protein, unknown function;89.9;99.3
PF3D7_0501100;PF3D7_0501100.1;heat shock protein 40, type II;76.6;96.8
PF3D7_0501100;PF3D7_0501100.2;heat shock protein 40, type II;76.6;96.8
PF3D7_0501200;PF3D7_0501200.1;parasite-infected erythrocyte surface protein;90;98.5
PF3D7_0501300;PF3D7_0501300.1;skeleton-binding protein 1;89.9;99.9
PF3D7_0501400;PF3D7_0501400.1;interspersed repeat antigen;55.7;97.9
PF3D7_0501500;PF3D7_0501500.1;rhoptry-associated protein 3;37.7;98.8
PF3D7_0501600;PF3D7_0501600.1;rhoptry-associated protein 2;59.5;99.8
PF3D7_0501700;PF3D7_0501700.1;anaphase-promoting complex subunit 3, putative;9.4;34.4
PF3D7_0501800;PF3D7_0501800.1;chromatin assembly factor 1 subunit A;52;68.9
PF3D7_0501900;PF3D7_0501900.1;conserved protein, unknown function;22.1;65.2
PF3D7_0502000;PF3D7_0502000.1;vacuolar protein sorting-associated protein 11, putative;67.8;80.1
PF3D7_0502100;PF3D7_0502100.1;HCNGP-like protein;27.4;64.9
PF3D7_0502200;PF3D7_0502200.1;protein Mpv17, putative;74.9;84.3
PF3D7_0502300;PF3D7_0502300.1;conserved Plasmodium protein, unknown function;0;22
PF3D7_0502400;PF3D7_0502400.1;merozoite surface protein 8;21.8;85.7
PF3D7_0502500;PF3D7_0502500.1;conserved Plasmodium protein, unknown function;0;17.1
PF3D7_0502600;PF3D7_0502600.1;conserved Plasmodium protein, unknown function;12.1;37.5
PF3D7_0502700;PF3D7_0502700.1;conserved protein, unknown function;11.1;42.8
PF3D7_0502800;PF3D7_0502800.1;DnaJ protein, putative;35.1;75.8
PF3D7_0502900;PF3D7_0502900.1;Tim10/DDP family zinc finger protein, putative;51.5;92.7
PF3D7_0503000;PF3D7_0503000.1;50S ribosomal protein L28, apicoplast, putative;54.2;78.7
PF3D7_0503100;PF3D7_0503100.1;4-diphosphocytidyl-2-C-methyl-D-erythritol kinase, putative;16.8;52.4
PF3D7_0503200;PF3D7_0503200.1;conserved Plasmodium protein, unknown function;43.5;58.9
PF3D7_0503300;PF3D7_0503300.1;serine/arginine-rich splicing factor 12;64.7;95.8
PF3D7_0503400;PF3D7_0503400.1;actin-depolymerizing factor 1;77.8;99.4
PF3D7_0503500;PF3D7_0503500.1;protein kinase, putative;24.6;50.4
PF3D7_0503600;PF3D7_0503600.1;myosin B;18.2;80.8
PF3D7_0503800;PF3D7_0503800.1;60S ribosomal protein L31;94.7;97.8
PF3D7_0503900;PF3D7_0503900.1;conserved Plasmodium protein, unknown function;11.6;47.9
PF3D7_0504000;PF3D7_0504000.1;cation transporting P-ATPase;39.5;66.7
PF3D7_0504100;PF3D7_0504100.1;AN1-type zinc finger protein, putative;26.4;86.3
PF3D7_0504200;PF3D7_0504200.1;ATP-dependent RNA helicase DDX27, putative;40.4;72.2
PF3D7_0504300;PF3D7_0504300.1;conserved Plasmodium protein, unknown function;10.4;34.1
PF3D7_0504400;PF3D7_0504400.1;ATP-dependent helicase, putative;32.8;85.7
PF3D7_0504500;PF3D7_0504500.1;MOLO1 domain-containing protein, putative;22.5;61.8
PF3D7_0504600;PF3D7_0504600.1;2-oxoisovalerate dehydrogenase subunit beta, mitochondrial, putative;46;85.5
PF3D7_0504700;PF3D7_0504700.1;centrosomal protein CEP120, putative;14.2;21.5
PF3D7_0504800;PF3D7_0504800.1;conserved Plasmodium protein, unknown function;20.4;42
PF3D7_0504900;PF3D7_0504900.1;conserved protein, unknown function;35.5;91.2
PF3D7_0505000;PF3D7_0505000.1;MMS19-like protein, putative;13.2;59.7
PF3D7_0505100;PF3D7_0505100.1;trafficking protein particle complex subunit 8, putative;46.7;64.8
PF3D7_0505200;PF3D7_0505200.1;actin-like protein, putative;25.4;52.6
PF3D7_0505300;PF3D7_0505300.1;UDP-N-acetylglucosamine transporter, putative;0;36.1
PF3D7_0505400;PF3D7_0505400.1;conserved protein, unknown function;38.6;69.7
PF3D7_0505500;PF3D7_0505500.1;DNA mismatch repair protein MSH6, putative;53.9;85
PF3D7_0505600;PF3D7_0505600.1;conserved protein, unknown function;65.9;88.4
PF3D7_0505700;PF3D7_0505700.1;conserved Plasmodium membrane protein, unknown function;43.1;70.9
PF3D7_0505800;PF3D7_0505800.1;small ubiquitin-related modifier;72.5;96.6
PF3D7_0505900;PF3D7_0505900.1;mediator of RNA polymerase II transcription subunit 11, putative;40.7;86.7
PF3D7_0506000;PF3D7_0506000.1;conserved Plasmodium protein, unknown function;61.1;88.6
PF3D7_0506100;PF3D7_0506100.1;60S ribosomal subunit protein L24, putative;73.6;92.2
PF3D7_0506200;PF3D7_0506200.1;TATA-box-binding protein;14.5;73.3
PF3D7_0506300;PF3D7_0506300.1;conserved protein, unknown function;23;60.3
PF3D7_0506400;PF3D7_0506400.1;conserved Plasmodium protein, unknown function;16;63.8
PF3D7_0506500;PF3D7_0506500.1;conserved Plasmodium protein, unknown function;19.9;61.5
PF3D7_0506600;PF3D7_0506600.1;histone deacetylase, putative, pseudogene;0;10.7
PF3D7_0506700;PF3D7_0506700.1;GTPase-activating protein, putative;60.4;80.5
PF3D7_0506800;PF3D7_0506800.1;transcription factor 25, putative;60.5;83.3
PF3D7_0506900;PF3D7_0506900.1;rhomboid protease ROM4;46.3;95.7
PF3D7_0507000;PF3D7_0507000.1;conserved protein, unknown function;0;66.4
PF3D7_0507100;PF3D7_0507100.1;60S ribosomal protein L4;94.5;98.8
PF3D7_0507200;PF3D7_0507200.1;subtilisin-like protease 3;32.4;90.6
PF3D7_0507300;PF3D7_0507300.1;subtilisin-like ookinete protein SOPT;10.7;36.4
PF3D7_0507400;PF3D7_0507400.1;conserved Plasmodium protein, unknown function;0;89.4
PF3D7_0507500;PF3D7_0507500.1;subtilisin-like protease 1;35.4;94
PF3D7_0507600;PF3D7_0507600.1;protein CAF40, putative;85.9;96.5
PF3D7_0507700;PF3D7_0507700.1;nuclear protein localization protein 4, putative;72.7;86.8
PF3D7_0507800;PF3D7_0507800.1;conserved protein, unknown function;46.7;87.2
PF3D7_0507900;PF3D7_0507900.1;conserved Plasmodium protein, unknown function;48.7;86.8
PF3D7_0508000;PF3D7_0508000.1;6-cysteine protein;51.5;97.3
PF3D7_0508100;PF3D7_0508100.1;SET domain protein, putative;27.8;79.5
PF3D7_0508200;PF3D7_0508200.1;longevity-assurance (LAG1) protein, putative;12.5;54.2
PF3D7_0508300;PF3D7_0508300.1;triose phosphate transporter;79.4;94.6
PF3D7_0508400;PF3D7_0508400.1;conserved protein, unknown function;12.9;29.3
PF3D7_0508500;PF3D7_0508500.1;guanidine nucleotide exchange factor;23;63.9
PF3D7_0508600;PF3D7_0508600.1;conserved protein, unknown function;66.3;83.8
PF3D7_0508700;PF3D7_0508700.1;pre-mRNA-processing ATP-dependent RNA helicase PRP5, putative;35.7;72
PF3D7_0508800;PF3D7_0508800.1;single-stranded DNA-binding protein;39.4;70.6
PF3D7_0508900;PF3D7_0508900.1;conserved Plasmodium protein, unknown function;12.2;53.1
PF3D7_0509000;PF3D7_0509000.1;alpha-soluble NSF attachment protein, putative;48.9;85.2
PF3D7_0509100;PF3D7_0509100.1;structural maintenance of chromosomes protein 4, putative;29.1;55.5
PF3D7_0509200;PF3D7_0509200.1;leucine-rich repeat protein;6;29.6
PF3D7_0509300;PF3D7_0509300.1;conserved Plasmodium protein, unknown function;35.3;73.2
PF3D7_0509400;PF3D7_0509400.1;RNA polymerase I;31.4;81.3
PF3D7_0509500;PF3D7_0509500.1;ERCC4 domain-containing protein, putative;34.4;59.8
PF3D7_0509600;PF3D7_0509600.1;asparagine--tRNA ligase;20;82.2
PF3D7_0509700;PF3D7_0509700.1;conserved Plasmodium protein, unknown function;11.1;23.6
PF3D7_0509800;PF3D7_0509800.1;phosphatidylinositol 4-kinase;59;78.1
PF3D7_0509900;PF3D7_0509900.1;conserved protein, unknown function;17.1;52.8
PF3D7_0510000;PF3D7_0510000.1;conserved Plasmodium protein, unknown function;4.6;28.8
PF3D7_0510100;PF3D7_0510100.1;conserved protein, unknown function;40.3;68.4
PF3D7_0510200;PF3D7_0510200.1;peptidyl-prolyl cis-trans isomerase;49.5;63.8
PF3D7_0510300;PF3D7_0510300.1;stripes inner membrane complex protein, putative;0;43.9
PF3D7_0510400;PF3D7_0510400.1;PDCD2 domain-containing protein, putative;18.8;70.7
PF3D7_0510500;PF3D7_0510500.1;topoisomerase I;48.9;72.6
PF3D7_0510600;PF3D7_0510600.1;tRNA Leucine;0;0
PF3D7_0510700;PF3D7_0510700.1;conserved Plasmodium protein, unknown function;4;19.9
PF3D7_0510800;PF3D7_0510800.1;WD repeat-containing protein, putative;7.6;29.3
PF3D7_0510900;PF3D7_0510900.1;small nucleolar RNA snoR04;26.8;88
PF3D7_0511000;PF3D7_0511000.1;translationally-controlled tumor protein homolog;92.3;98.6
PF3D7_0511100;PF3D7_0511100.1;conserved Plasmodium protein, unknown function;0;42.5
PF3D7_0511200;PF3D7_0511200.1;stearoyl-CoA desaturase;25.3;90.6
PF3D7_0511300;PF3D7_0511300.1;MORN repeat protein, putative;28.5;42.3
PF3D7_0511400;PF3D7_0511400.1;conserved Plasmodium protein, unknown function;7;21
PF3D7_0511500;PF3D7_0511500.1;RNA pseudouridylate synthase, putative;32.2;80.3
PF3D7_0511600;PF3D7_0511600.1;apical rhoptry neck protein;17.2;86
PF3D7_0511700;PF3D7_0511700.1;EKC/KEOPS complex subunit CGI121;42.2;79.7
PF3D7_0511800;PF3D7_0511800.1;inositol-3-phosphate synthase;80.8;95.1
PF3D7_0511900;PF3D7_0511900.1;conserved Plasmodium protein, unknown function;17.4;61.9
PF3D7_0512000;PF3D7_0512000.1;prefoldin subunit 6, putative;68;93
PF3D7_0512100;PF3D7_0512100.1;conserved protein, unknown function;23.4;64.4
PF3D7_0512200;PF3D7_0512200.1;glutathione synthetase;25;78.9
PF3D7_0512300;PF3D7_0512300.1;CDK-activating kinase assembly factor MAT1;52.7;84.3
PF3D7_0512400;PF3D7_0512400.1;conserved Plasmodium protein, unknown function;0;24.3
PF3D7_0512450;PF3D7_0512450.1;conserved Plasmodium protein, unknown function, pseudogene;0;23.2
PF3D7_0512500;PF3D7_0512500.1;conserved Plasmodium protein, unknown function;31.9;46.5
PF3D7_0512600;PF3D7_0512600.1;ras-related protein Rab-1B;80.2;96.1
PF3D7_0512700;PF3D7_0512700.1;orotate phosphoribosyltransferase;39.7;91.2
PF3D7_0512800;PF3D7_0512800.1;conserved Plasmodium protein, unknown function;19.9;52.9
PF3D7_0512900;PF3D7_0512900.1;AKAP-like protein;31.4;67.4
PF3D7_0513000;PF3D7_0513000.1;conserved protein, unknown function;25.7;72.8
PF3D7_0513100;PF3D7_0513100.1;conserved protein, unknown function;54.9;96.3
PF3D7_0513200;PF3D7_0513200.1;conserved Plasmodium protein, unknown function;34.6;68
PF3D7_0513300;PF3D7_0513300.1;purine nucleoside phosphorylase;89;99.2
PF3D7_0513400;PF3D7_0513400.1;GTP-binding protein, putative;45.2;71
PF3D7_0513500;PF3D7_0513500.1;mitochondrial import inner membrane translocase subunit TIM16, putative;8.1;54.8
PF3D7_0513600;PF3D7_0513600.1;deoxyribodipyrimidine photo-lyase, putative;67.3;86.4
PF3D7_0513700;PF3D7_0513700.1;secreted ookinete protein, putative;18.6;45.4
PF3D7_0513800;PF3D7_0513800.1;ras-related protein Rab-1A;48.3;87.2
PF3D7_0513900;PF3D7_0513900.1;conserved protein, unknown function;36.5;64.7
PF3D7_0514000;PF3D7_0514000.1;tubulin--tyrosine ligase, putative;10.9;28.9
PF3D7_0514100;PF3D7_0514100.1;ATP-dependent DNA helicase UvrD;31.4;53
PF3D7_0514200;PF3D7_0514200.1;conserved Plasmodium protein, unknown function;51.1;79.2
PF3D7_0514300;PF3D7_0514300.1;aspartate--tRNA ligase, putative;31.7;52.4
PF3D7_0514400;PF3D7_0514400.1;tRNA Phenylalanine;0;0
PF3D7_0514500;PF3D7_0514500.1;conserved Plasmodium membrane protein, unknown function;11.9;51.1
PF3D7_0514600;PF3D7_0514600.1;ribose-5-phosphate isomerase, putative;33.8;84.7
PF3D7_0514700;PF3D7_0514700.1;MORN repeat protein, putative;5.9;15
PF3D7_0514800;PF3D7_0514800.1;inositol polyphosphate multikinase, putative;40.2;58.3
PF3D7_0514900;PF3D7_0514900.1;conserved Plasmodium protein, unknown function;59.5;83.6
PF3D7_0515000;PF3D7_0515000.1;pre-mRNA-splicing factor CWC2, putative;50.8;87.3
PF3D7_0515100;PF3D7_0515100.1;rhomboid protease ROM9;32.8;58.4
PF3D7_0515200;PF3D7_0515200.1;conserved Plasmodium protein, unknown function;27;69.7
PF3D7_0515300;PF3D7_0515300.1;phosphatidylinositol 3-kinase;48.1;78.6
PF3D7_0515400;PF3D7_0515400.1;conserved protein, unknown function;12.5;65.4
PF3D7_0515500;PF3D7_0515500.1;amino acid transporter, putative;20.7;25.5
PF3D7_0515600;PF3D7_0515600.1;conserved Plasmodium protein, unknown function;13.3;30.4
PF3D7_0515700;PF3D7_0515700.1;glideosome-associated protein 40, putative;68;99.1
PF3D7_0515800;PF3D7_0515800.1;BolA-like protein, putative;66.4;87.8
PF3D7_0515900;PF3D7_0515900.1;NLI interacting factor-like phosphatase, putative;65;89.5
PF3D7_0516000;PF3D7_0516000.1;RAP protein, putative;13.2;48.4
PF3D7_0516100;PF3D7_0516100.1;cation-transporting ATPase 1;14.3;28.4
PF3D7_0516200;PF3D7_0516200.1;40S ribosomal protein S11;88.9;99.4
PF3D7_0516300;PF3D7_0516300.1;tRNA pseudouridine synthase, putative;44.7;90.2
PF3D7_0516400;PF3D7_0516400.1;phosducin-like protein 1, putative;46.5;68.1
PF3D7_0516500;PF3D7_0516500.1;major facilitator superfamily domain-containing protein, putative;28.2;50.8
PF3D7_0516600;PF3D7_0516600.1;sporozoite surface antigen MB2;21.5;49.6
PF3D7_0516700;PF3D7_0516700.1;ubiquitin carboxyl-terminal hydrolase 2, putative;54.8;80.2
PF3D7_0516800;PF3D7_0516800.1;AP2 domain transcription factor AP2-O2, putative;10.6;52.2
PF3D7_0516900;PF3D7_0516900.1;60S ribosomal protein L2;93.6;99.1
PF3D7_0517000;PF3D7_0517000.1;60S ribosomal protein L12, putative;73.1;98.9
PF3D7_0517100;PF3D7_0517100.1;conserved protein, unknown function;32.7;56.4
PF3D7_0517200;PF3D7_0517200.1;conserved Plasmodium protein, unknown function;9.7;57.8
PF3D7_0517300;PF3D7_0517300.1;serine/arginine-rich splicing factor 1;79.8;98.2
PF3D7_0517400;PF3D7_0517400.1;FACT complex subunit SPT16, putative;51.5;74.8
PF3D7_0517500;PF3D7_0517500.1;UTP--glucose-1-phosphate uridylyltransferase, putative;8.4;30.6
PF3D7_0517600;PF3D7_0517600.1;F-actin-capping protein subunit beta, putative;12.2;62.1
PF3D7_0517700;PF3D7_0517700.1;eukaryotic translation initiation factor 3 subunit B, putative;84.3;94.7
PF3D7_0517800;PF3D7_0517800.1;apicortin, putative;0;32.5
PF3D7_0517900;PF3D7_0517900.1;zinc finger protein, putative;38.1;86.3
PF3D7_0518000;PF3D7_0518000.1;NOSIP domain-containing protein, putative;49.4;73.8
PF3D7_0518100;PF3D7_0518100.1;protein AMR2;23.5;56.2
PF3D7_0518200;PF3D7_0518200.1;SWIB/MDM2 domain-containing protein;45.3;97.4
PF3D7_0518300;PF3D7_0518300.1;proteasome subunit beta type-1, putative;63;97.6
PF3D7_0518400;PF3D7_0518400.1;cyclin, putative;5.2;42.9
PF3D7_0518500;PF3D7_0518500.1;ATP-dependent RNA helicase DDX23, putative;46.4;83.6
PF3D7_0518600;PF3D7_0518600.1;WD repeat-containing protein 26, putative;16.2;59.4
PF3D7_0518700;PF3D7_0518700.1;mRNA-binding protein PUF1;8.5;50.4
PF3D7_0518800;PF3D7_0518800.1;secreted ookinete protein, putative;0;55.4
PF3D7_0518900;PF3D7_0518900.1;conserved protein, unknown function;0;38.2
PF3D7_0519000;PF3D7_0519000.1;histone RNA hairpin-binding protein, putative;8.9;54.6
PF3D7_0519100;PF3D7_0519100.1;50S ribosomal protein L14, mitochondrial, putative;15.3;78.7
PF3D7_0519200;PF3D7_0519200.1;V-type proton ATPase 16 kDa proteolipid subunit;88.3;98.8
PF3D7_0519300;PF3D7_0519300.1;protoheme IX farnesyltransferase, putative;21.1;59.1
PF3D7_0519400;PF3D7_0519400.1;40S ribosomal protein S24;98;99.8
PF3D7_0519500;PF3D7_0519500.1;CCR4 domain-containing protein 1, putative;17.7;64.1
PF3D7_0519600;PF3D7_0519600.1;zinc finger protein, putative;41.4;79.9
PF3D7_0519700;PF3D7_0519700.1;FoP domain-containing protein, putative;89.2;99.1
PF3D7_0519800;PF3D7_0519800.1;EELM2 domain-containing protein, putative;46.3;94.2
PF3D7_0519900;PF3D7_0519900.1;conserved protein, unknown function;27.6;59.4
PF3D7_0520000;PF3D7_0520000.1;40S ribosomal protein S9, putative;95.9;99.6
PF3D7_0520100;PF3D7_0520100.1;protein phosphatase PPM9, putative;29.7;72
PF3D7_0520200;PF3D7_0520200.1;mediator of RNA polymerase II transcription subunit 17, putative;49.1;79.9
PF3D7_0520300;PF3D7_0520300.1;U6 snRNA-associated Sm-like protein LSm2, putative;65.1;92.3
PF3D7_0520400;PF3D7_0520400.1;single-stranded DNA-binding protein, putative;55.1;71.2
PF3D7_0520500;PF3D7_0520500.1;phosphomethylpyrimidine kinase, putative;27.3;77.6
PF3D7_0520600;PF3D7_0520600.1;bis(5'-nucleosyl)-tetraphosphatase [asymmetrical];70.5;95.4
PF3D7_0520700;PF3D7_0520700.1;CDC73 domain-containing protein, putative;29.8;77
PF3D7_0520800;PF3D7_0520800.1;conserved protein, unknown function;43.6;69.5
PF3D7_0520900;PF3D7_0520900.1;adenosylhomocysteinase;89.1;98.6
PF3D7_0521000;PF3D7_0521000.1;conserved Plasmodium protein, unknown function;43.6;88.8
PF3D7_0521100;PF3D7_0521100.1;conserved Plasmodium protein, unknown function;7.1;16.9
PF3D7_0521200;PF3D7_0521200.1;conserved protein, unknown function;0;25
PF3D7_0521300;PF3D7_0521300.1;zinc finger protein, putative;20.2;80.7
PF3D7_0521400;PF3D7_0521400.1;conserved protein, unknown function;34.8;64.2
PF3D7_0521500;PF3D7_0521500.1;ribosomal large subunit pseudouridylate synthase, putative;14.6;45.6
PF3D7_0521600;PF3D7_0521600.1;conserved Plasmodium protein, unknown function;12.2;51.7
